id,cabinet,party,pm,defector,party_id_source,data_source,description,comment,data_json
1694,117,1296,0,0,rnp,,,Electoral alliance: Rosa nel Pugno (Rose in the Fist),
1695,163,1193,1,0,LDP,ejpr,,,
1696,163,1382,0,0,CP,ejpr,,,
1697,163,837,0,0,Komei-party,ejpr,,,
1698,468,984,1,0,np,,,,
1699,427,878,1,0,lab,,,,
1700,427,354,0,0,prog,,,,
1701,251,997,1,0,np,,,,
1703,620,997,1,0,National Party,ejpr,,,
1704,830,917,0,0,United Party,ejpr,,,
1705,289,572,1,0,AKEL,afp,,,
1706,289,945,0,1,EDEK,"afp, cymail",Movement for Social Democracy (EDEK) decided to withdraw from government on 8 February 2010 in disagreement over President Christiofias' strategy on the Cyprus conflict. Its ministers resigned on 2 March (Cyprus Mail).,,
1707,289,851,0,0,DIKO,afp,,,
1710,308,368,1,0,lib,,,,
1711,610,1255,1,0,cpc,,,,
1712,612,1255,1,0,cpc,,,,
1713,599,958,1,0,PD-L,,,,
1714,599,1120,0,1,PSD,nyt,Social Democratic Party (PSD) minsters resigned on 1 October 2010 in protest against the dismissal of interior minister Dan Nica by PM Boc.,,
1715,509,1015,1,0,pnl,,,,
1716,509,419,0,0,pd,,,,
1717,509,948,0,0,udmr,,,,
1718,509,5,0,1,PC/PUR,keesings,Conservative Party withdrew from coalition on 3 December 2006 and its ministers resigned,,
1719,538,1006,1,0,Samfylkingin,w,,,
1720,651,1006,1,0,Samfylkingin,w,,,
1721,651,210,0,0,Vinstrihreyfingin – grænt framboð,w,,,
1722,538,210,0,0,Vinstrihreyfingin – grænt framboð,w,,,
1723,575,544,1,0,ndsv,bta,,,
1724,575,1286,0,0,dps,bta,,,
1725,792,784,1,0,ODS,reuters,,,
1726,714,423,1,0,SDS,ap,,,
1727,541,1160,1,0,Bulgarian Socialist Party,reuters,,,
1728,348,423,1,0,sds,,,,
1729,64,1120,1,0,PDSR,reuters,,,
1730,162,1591,0,0,MSZP,w,,,
1731,162,1617,1,0,non-aligned,w,,,
1732,36,590,0,0,Con,mueller,,,
1733,359,590,0,0,Con,mueller,,,
1734,879,1629,1,0,SD,mueller,,,
1735,248,1629,1,0,SD,mueller,,,
1736,195,590,1,0,Con,mueller,,,
1737,195,1605,0,0,Lib,mueller,,,
1738,195,1324,0,0,CD,mueller,,,
1739,195,1331,0,0,CPP,mueller,,,
1740,462,133,1,0,non-party cabinet,,,,
1741,166,851,1,0,DIKO,,,,
1742,210,851,1,0,DIKO,,,,
1743,313,851,1,0,DIKO,w,,,
1744,784,572,0,0,AKEL,w,,,
1745,784,534,1,0,independent,w,,,
1746,351,228,1,0,Social Democrats,reuters,,,
1747,851,228,0,0,A Social Democrats,indridason,,,
1748,851,1342,1,0,Sj Independence Party,indridason,,,
1749,254,228,0,0,A Social Democrats,indridason,,,
1750,254,1342,1,0,Sj Independence Party,indridason,,,
1751,435,228,0,0,SDP,indridason,,,
1752,435,1342,1,0,IP,indridason,,,
1753,435,1319,0,0,SP,indridason,,,
1754,839,1120,0,0,FDSN,mue-rom,,,
1755,839,761,1,0,IND,mue-rom,,,
1756,447,761,1,0,IND,mue-rom,,,
1757,447,1120,0,0,PDSR,mue-rom,,,
1758,447,648,0,0,PUNR,mue-rom,,,
1759,102,1120,0,0,PDSR,mue-rom,,,
1760,102,761,1,0,IND,mue-rom,,,
1761,73,888,1,0,PNT-CD,reuters,,,
1762,73,419,0,1,PD,reuters,Democratic Party (PD) ministers resigned on 29 January 1998 in protest over the slow reform process.,,
1763,73,948,0,0,UDMR,reuters,,,
1767,440,888,1,0,PNT-CD,reuters,Christian Democratic ministers threatened to resign on 13 December 1999 leading to the dismissal of PM Vasile.,,
1768,440,1601,0,0,PSDR,reuters,,,
1769,440,948,0,0,UDMR,reuters,,,
1773,171,948,0,0,UDMR,reuters,,,
1774,171,419,0,0,PD,reuters,,,
1775,171,888,0,0,PNT-CD,reuters,,,
1776,726,104,1,0,DNA,mueller,,,
1777,545,104,1,0,DNA,mueller,,,
1778,98,104,1,0,Labour Party,reg-no,,,
1779,657,702,1,0,Centre Party,reg-no,,,
1780,657,1435,0,0,Conservative Party,reg-no,,,
1781,657,647,0,0,Liberal Party,reg-no,,,
1782,657,1538,0,0,Christian Democratic Party,reg-no,,,
1783,653,104,1,0,DNA,mueller,,,
1784,310,1435,1,0,H,mueller,,,
1785,310,1538,0,0,KrF,mueller,,,
1786,310,702,0,0,Sp,mueller,,,
1787,572,104,1,0,DNA,mueller,,,
1788,604,486,1,0,Eesti Koonderakond,berg-19,,,
1790,801,2001,1,0,tec,mueller,,,
1792,579,1277,1,0,Social Democratic Party,afp,,,
1793,579,191,0,0,National Farmers' Union,afp,,,
1794,579,983,0,0,Liberal Centrist,afp,,,
1795,579,676,0,0,Civil Democracy,afp,,,
1796,495,191,0,0,LVLS,reuters,,,
1797,495,581,0,0,DP,reuters,Labour Party (DP) withdrew its ministers on 31 May 2006 after President Adamkus stated losing confidence in its two ministers.,,
1798,405,1277,1,0,BSDK,mue-rom,,,
1799,735,887,0,0,LCS,mue-rom,,,
1800,444,887,0,0,LCS,mue-rom,,,
1801,214,1661,0,0,PdCI,mueller,,,
1802,584,675,0,0,LKDP,,,,
1803,584,1446,0,0,LKP,,,,
1804,584,1045,1,0,SK,,,,
1805,267,1045,1,0,SK,,,,
1806,267,1446,0,0,LKP,,,,
1807,267,675,0,0,LKDP,,,,
1808,546,675,0,0,LKDP,,,,
1809,512,675,0,0,LKDP,,,,
1810,512,1045,1,0,SK,,,,
1811,214,1145,0,1,UDR,"afp, mueller",Republicans (UDR) threatened to resign in mid December over a proposal of PM D'Alema to add the Democrats (ID) to the coaliton (AFP).,,
1812,522,399,0,0,UDEUR,reuters,,,"{""seats_data_needed"": true}"
1813,522,961,0,0,Democrats,reuters,,Information about party seats missing -- no data on party_change,"{""seats_data_needed"": true}"
1814,239,399,0,0,UDEUR,ejpr,,,"{""seats_data_needed"": true}"
1815,239,961,0,0,Dem,ejpr,,,"{""seats_data_needed"": true}"
1816,469,526,1,0,LC,mue-rom,,,
1817,469,521,0,0,TB/LNNK,mue-rom,,,
1818,469,550,0,0,JP,mue-rom,,,
1819,535,811,1,0,TP,mue-rom,,,
1820,535,1043,0,0,LPP,mue-rom,,,
1821,535,466,0,0,ZZS,mue-rom,,,
1822,132,1758,0,0,ZChN,reuters,,,
1823,132,369,1,0,POC,reuters,,,
1825,68,696,0,0,Party of Christian Democrats (PChD),afp,,,
1826,68,1691,0,0,Economic Programme Party (PPG),afp,,,
1827,730,1104,1,0,Democratic Union (UD),afp,,,
1828,730,1758,0,0,Christian National Union (ZChN),afp,,,
1829,730,1544,0,0,Liberal Democratic Congress (KLD),afp,,,
1830,730,1691,0,0,Economic Programme Party (PPG),,,,
1831,226,629,0,0,SLD,mue-rom,,,
1832,226,664,1,0,PSL,mue-rom,,,
1833,194,1355,1,0,AWS,mue-rom,,,
1834,357,629,1,0,SLD,ejpr,,,
1835,18,629,1,0,SLD,mue-rom,,,
1836,754,528,1,0,PiS,mue-rom,,,
1837,754,987,0,0,LPR,mue-rom,,,
1838,754,207,0,0,S,mue-rom,,,
1845,567,226,0,0,Unione Democratica di Centro,ejpr,,,
1846,823,596,1,0,"PdL (FI, AN, DCA)",reuters,,,
1847,823,1436,0,0,NL,reuters,,,
1848,109,133,1,0,no party affiliation,reuters,,,
1849,28,1015,1,0,PNL,mue-rom,,,
1850,28,419,0,1,PD,nyt,PM Popescu-Tariceanu fired ministers from PD following conflict with President Băsescu.,,
1851,28,948,0,0,UDMR,mue-rom,,,
1852,171,761,1,0,IND,reuters,,,
1855,399,1061,1,0,VPN,,,,
1856,436,1061,0,0,VPN,,,,
1857,420,1142,1,0,HZDS,mue-rom,,,
1858,420,1072,0,1,SNS,conrad,,,
1859,592,1142,1,0,HZDS,mue-rom,,,
1860,719,1142,1,0,HZDS,reuters,,,
1861,719,1072,0,0,SNS,reuters,,,
1862,817,1228,0,0,NDS,mue-rom,,,
1863,269,220,1,0,Smer,,,,
1864,269,1072,0,0,SNS,,,,
1865,269,1142,0,0,HZDS,,,,
1866,527,16,0,0,SLS (Slovene People’s Party),berg-19,,,
1867,527,1371,0,0,SDZ,berg-19,,,
1869,145,1252,1,0,LDS,mue-rom,,,
1870,145,1047,0,0,SKD,mue-rom,,,
1871,145,706,0,1,ZLSD,conrad,United List Social Democrats (ZLSD) withdrew from coaliton on 26 January 1996 after PM Drnovsek called for the resignation of Economic Minister Maks Tajnikar without consulting the party.,,
1872,562,1252,1,0,LDS,mue-rom,,,
1873,562,1047,0,0,SKD,mue-rom,,,
1874,292,1252,1,0,LDS,mue-rom,,,
1875,292,706,0,0,ZLSD,mue-rom,,,
1876,292,1587,0,0,DeSUS,mue-rom,,,
1877,262,1245,0,0,CSL,sonntag,,,
1878,262,440,0,0,KDS,sonntag,,,
1879,262,19,0,0,HSD/SMS,sonntag,,,
1880,165,440,0,0,KDS,sonntag,,,
1881,835,829,1,0,ODS,reuters,,,
1882,835,1245,0,0,KDU-CSL,reuters,,,
1883,835,1123,0,0,ODA,reuters,,,
1884,706,1591,1,0,MSZP,mue-rom,,,
1886,601,1234,1,0,CSV,,,,
1887,601,701,0,1,LSAP,reuters,Socialist Workers' Party (LSAP) withdrew from the cabinet on 10 July 2013 over a spying scandal.,,
1888,454,1441,0,0,Synaspismos,,,,
1889,454,1358,1,0,non-partisan pm,,,,
1890,721,1358,1,0,non-partisan pm,,,,
1891,716,1358,1,0,caretaker prime minister and non-political government,reuters,,,
1892,472,1727,1,0,CDU,,,,
1893,472,543,0,0,FDP,,,,
1895,805,1541,1,0,GERB,,,,
1896,157,1567,1,0,independent,,,,
1897,551,104,1,0,Det norske Arbeiderparti,,,,
1898,551,81,0,0,Sosialistisk Venstreparti,,,,
1899,551,702,0,0,Senterpartiet,,,,
1900,374,439,1,0,Democratic Party of Japan,bbc,,,
1901,154,156,0,0,NL,mueller,,,
1902,224,1338,1,0,PASOK,,,,
1903,858,725,1,0,PS,,,,
1904,178,1411,1,0,LPA,,,,
1905,178,184,0,0,NCP,,,,
1906,288,184,0,0,NCP,,,,
1907,288,1411,1,0,LDP,,,,
1908,780,1193,1,0,ldp,,,,
1910,431,723,1,0,CD&V,,,,
1911,431,915,0,0,MR,,,,
1912,431,1378,0,0,PS,,,,
1913,431,1192,0,0,CdH,,,,
1914,431,1110,0,1,Open VLD,bbc,Flemish Liberals and Democrats (O-VLD) withdrew from coalition on 22 April 2010 in conflict over voting rights in a bilingual district near Brussels.,,
1915,537,958,1,0,Democrat-Liberal ,reuters,,,
1916,537,948,0,0,ethnic Hungarian party,reuters,,,
1917,61,104,1,0,A,mueller,,,
1918,44,997,1,0,NP,,,,
1919,357,838,0,0,UP,ejpr,,,
1920,18,838,0,0,UP,ejpr,,,
1921,715,419,1,0,FSN,,,,
1922,710,419,0,0,FSN,,,,
1923,710,761,1,0,Independent,,,,
1924,710,1015,0,0,PNL,,,,
1925,710,1639,0,0,MER,,,,
1926,710,1299,0,0,PDAR,,,,
1927,605,664,1,0,PSL,,,,
1928,652,235,1,0,CDA,,,,
1929,652,1206,0,0,CU,,,,
1930,750,368,1,0,LP,,,,
1931,327,368,1,0,LP,,,,
1934,791,1119,1,0,non-partisan,,,,
1935,860,1119,1,0,non-partisan,,,,
1936,332,1119,1,0,non-partisan,,,,
1937,143,1119,1,0,non-partisan,,,,
1938,707,1119,1,0,non-partisan,,,,
1939,391,1119,1,0,non-partisan,,,,
1940,856,94,1,0,CE,mueller,,,
1941,856,1292,0,0,SW,mueller,,,
1942,856,395,0,0,SDP,mueller,,,
1943,856,1219,0,0,LIB,mueller,,,
1944,631,94,1,0,CE,mueller,,,
1947,631,1219,0,0,LIB,mueller,,,
1949,631,1108,0,0,TPSL,valt,,,
1950,492,94,0,0,Keskusta,valt,,,
1951,492,395,1,0,SDP,valt,,,
1952,492,1292,0,0,SKDL,valt,,,
1953,492,1219,0,0,LKP,valt,,,
1954,34,395,1,0,SDP,valt,,,
1955,34,94,0,0,Keskusta,valt,,,
1956,34,585,0,0,RKP,valt,,,
1957,34,1219,0,0,Liberaalinen kansanpuolue,valt,,,
1958,41,395,1,0,SDP,valt,,,
1959,41,1118,0,0,Kokoomus,valt,,,
1960,41,585,0,0,RKP,valt,,,
1961,552,1219,0,0,Suomen Kansanpuolue,valt,,,
1962,139,1219,0,0,Suomen Kansanpuolue,valt,,,
1963,21,401,0,0,Radical Soc. P.,pa-84,,,
1964,72,947,1,0,non-partisan,,,,
1965,815,1119,1,0,non-partisan,,,,
1966,477,445,0,0,Civic Union (PS),keesings,,,
1967,477,1518,1,0,New Era (JL),keesings,,,
1968,477,811,0,1,People's Party (TP),"lo, reuters",People's Party (TP) withdrew from coalition on 17 March 2010 in conflict over economic policy.,,
1969,477,466,0,0,Union of Greens and Farmers (ZZS),keesings,,,
1970,477,521,0,0,Fatherland and Freedom Union (TB-LNNK),keesings,,,
1971,235,288,1,0,no party affiliation,conrad,,,
1972,377,288,1,0,no party affiliation,conrad,,,
1973,542,729,1,0,independent,,,,
1974,465,1273,1,0,PSD,,,,
1975,384,725,1,0,PS,,,,
1976,374,4,0,0,People's New Party,bbc,,,
1977,374,940,0,1,Social Democratic Party,bbc,Social Democrats (SDP) withdrew from the coalition after PM Hatoyama dismissed SDP chief Mizuho Fukushima as consumer affairs minister on 30 May 2010 following conflict over a US military base.,,
1978,846,921,1,0,Fidesz,,,,
1979,846,434,0,0,Fidesz,,,,
1980,874,773,1,0,con,,,,
1981,874,659,0,0,lib,,,,
1982,120,395,0,0,SDP,valt,,,
1983,305,395,0,0,SDP,valt,,,
1984,305,94,0,0,Maalaisliitto,valt,,,
1985,120,94,0,0,Maalaisliitto,valt,,,
1986,120,1292,0,0,SKDL,valt,,,
1987,305,1219,0,0,Edistyspuolue,valt,,,
1988,305,1118,1,0,Kokoomus,valt,,,
1989,120,1118,0,0,Kokoomus,valt,,,
1990,305,585,0,0,RKP,valt,,,
1991,120,1219,0,0,Edistyspuolue,valt,,,
1992,493,439,1,0,DPJ,,,,
1993,493,4,0,0,People's New Party,"reuters, yomiuri",,,
1994,376,1727,1,0,CDU,,,,
1996,376,912,0,0,DP,,,,
1997,376,543,0,1,FDP,nyt,Free Democratic (FDP) party group split on 23 February 1956. Its ministers remained in office and formed the Free People's Party (FVP) party group.,,
1998,633,358,0,0,FVP,wid,,,
1999,633,1727,1,0,CDU,,,,
2001,633,912,0,0,DP,wid,,,
2002,441,915,0,0,MR,ejpr,,,
2003,441,1378,0,0,PS,ejpr,,,
2004,441,1110,1,0,Open-VLD,ejpr,,,
2006,100,1292,0,0,Vasemmistoliitto,valt,,,
2007,663,395,1,0,SDP,valt,,,
2008,663,1118,0,0,Kokoomus,valt,,,
2009,663,1292,0,0,Vasemmistoliitto,valt,,,
2010,663,585,0,0,RKP,valt,,,
2011,120,1119,1,0,none,valt,,,
2012,383,94,1,0,Keskusta,valt,,,
2013,383,1118,0,0,Kokoomus,valt,,,
2014,383,1062,0,0,Vihreät,valt,,,
2015,383,585,0,0,RKP-SFP,,,,
2016,639,585,0,0,RKP,valt,,,
2017,373,1219,0,0,Suomen Kansanpuolue,valt,,,
2018,736,1253,1,0,Labor,bbc,,,
2019,708,829,1,0,ODS,,,,
2020,708,2,0,0,TOP 09,,,,
2021,708,336,0,1,VV,ctk,Deputy PM Karolina Peake and other ministers withdrew from Public Affairs (VV) party group on 17 April 2012 and formed a new group.,,
2022,319,131,1,0,SDKU-DS,afp,,,
2023,319,1432,0,0,KDH,afp,,,
2024,319,1460,0,1,SaS,afp,Freedom and Solidarity (SaS) abstained in a vote of confidence on 11 October 2011 leading to the fall of the cabinet.,,
2025,319,1620,0,0,Most-Hid,afp,,,
2026,697,794,1,0,PCP,,,,
2027,619,794,1,0,PCP,,,,
2028,66,997,1,0,NP,,,,
2029,235,1368,0,0,LZS,conrad,,,
2030,235,1001,0,0,LZP,conrad,,,
2031,377,1368,0,0,LZS,conrad,,,
2032,878,1368,0,0,LZS,conrad,,,
2033,377,1001,0,0,LZP,conrad,,,
2034,2,239,0,0,LKDS,conrad,,,
2035,556,26,0,0,FDP,,,,
2036,556,531,0,0,SKVP,,,,
2037,556,35,0,0,SPS,,,,
2038,556,750,0,0,BGB,,,,
2039,814,26,0,0,FDP,,,,
2040,814,531,0,0,SKVP,,,,
2041,814,35,0,0,SPS,,,,
2042,814,750,0,0,BGB,,,,
2043,635,26,0,0,FDP,,,,
2044,635,531,0,0,SKVP,,,,
2045,635,750,0,0,BGB,,,,
2046,623,35,0,0,SPS,,,,
2047,623,26,0,0,FDP,,,,
2048,623,531,0,0,KCVP,,,,
2049,623,750,0,0,BGB,,,,
2050,513,35,0,0,SPS,,,,
2051,513,26,0,0,FDP,,,,
2052,513,531,0,0,KCVP,,,,
2053,513,750,0,0,BGB,,,,
2054,777,35,0,0,SPS,,,,
2055,777,26,0,0,FDP,,,,
2056,777,531,0,0,KCVP,,,,
2057,777,750,0,0,BGB,,,,
2058,79,26,0,0,FDP,,,,
2059,79,35,0,0,SPS,,,,
2060,79,531,0,0,CVP,,,,
2061,79,750,0,0,SVP,,,,
2062,20,35,0,0,SPS,,,,
2063,20,26,0,0,FDP,,,,
2064,20,531,0,0,CVP,,,,
2065,20,750,0,0,SVP,,,,
2066,723,35,0,0,SPS,,,,
2067,723,26,0,0,FDP,,,,
2068,723,531,0,0,CVP,,,,
2069,723,750,0,0,SVP,,,,
2070,129,26,0,0,FDP,,,,
2071,129,35,0,0,SPS,,,,
2072,129,531,0,0,CVP,,,,
2073,129,750,0,0,SVP,,,,
2074,426,26,0,0,FDP,,,,
2075,426,531,0,0,CVP,,,,
2076,426,35,0,0,SPS,,,,
2077,426,750,0,0,SVP,,,,
2078,773,26,0,0,FDP,,,,
2079,773,35,0,0,SPS,,,,
2080,773,531,0,0,CVP,,,,
2081,773,750,0,0,SVP,,,,
2082,38,35,0,0,SPS,,,,
2083,38,26,0,0,FDP,,,,
2084,38,531,0,0,CVP,,,,
2085,38,750,0,0,SVP,,,,
2086,198,35,0,0,SPS,,,,
2087,198,750,0,0,SVP,,,,
2088,198,26,0,0,FDP,,,,
2089,198,531,0,0,CVP,,,,
2090,855,750,0,0,SVP,,,,
2091,855,35,0,0,SPS,,,,
2092,855,26,0,0,FDP,,,,
2093,855,531,0,0,CVP,,,,
2094,508,35,0,0,SPS,,,,
2095,508,26,0,0,FDP,,,,
2096,508,531,0,0,CVP,,,,
2097,184,773,1,0,Con,,,,
2098,324,742,1,0,PvdA,,,,
2099,324,235,0,0,CDA,,,,
2101,324,342,0,0,PPR,,,,
2102,324,345,0,0,D66,,,,
2103,675,723,1,0,CD&V,,,,
2104,675,915,0,0,MR,,,,
2105,675,1378,0,0,PS,,,,
2106,675,1192,0,0,CdH,,,,
2107,705,1633,1,0,DC,mueller,,,
2108,705,1475,0,0,PSI,mueller,,,
2109,705,242,0,0,PSDI,mueller,,,
2110,705,93,0,0,PRI,mueller,,,
2111,84,93,1,0,PRI,mueller,,,
2112,519,1518,1,0,JL,lo,,,
2113,519,466,0,0,ZZS,lo,,,
2114,519,521,0,0,TB/LNNK,lo,,,
2115,519,445,0,0,PS,lo,,,
2116,854,657,1,0,M,reg-se,,,
2117,854,1461,0,0,C,reg-se,,,
2118,854,892,0,0,FP,reg-se,,,
2119,854,282,0,0,KD,reg-se,,,
2120,108,1253,1,0,Labor,bbc,,,
2121,804,1409,1,0,VVD,rnw,,,
2122,804,235,0,0,CDA,rnw,,,
2123,882,1666,1,0,Vienotība,lo,,,
2124,882,466,0,0,Zaļo un Zemnieku savienība,lo,,,
2125,883,658,1,0,UMP,afp,,,
2126,883,1058,0,0,NC,afp,,,
2127,68,1758,0,0,Christian National Union (ZChN),afp,,,
2128,68,664,0,0,Peasant Christian Union (SLCh),afp,,,
2129,730,664,0,0,Peasant Christian Union (SLCh),afp,,,
2130,730,696,0,0,Party of Christian Democrats (PChD),afp,,,
2131,730,619,0,0,Peasant Agreement (PL),afp,,,
2132,884,1013,1,0,ÖVP,mueller,,,
2133,884,973,0,0,SPÖ,mueller,,,
2134,885,725,1,0,PS,nyt,,,
2135,886,1110,1,0,VLD,,,,
2136,886,1378,0,0,PS,,,,
2137,886,915,0,0,MR,,,,
2138,886,1113,0,0,SPA/Spirit,,,,
2139,887,1193,1,0,Liberal-Democratic,nyt,,,
2140,888,1013,1,0,ÖVP,bka,,,
2141,888,1536,0,0,BZÖ,bka,,,
2142,889,1013,1,0,conservatives,reuters,,,
2143,889,50,0,0,Freedom Party,reuters,,,
2144,890,1013,1,0,ÖVP,bka,,,
2145,890,973,0,0,SPÖ,bka,,,
2146,891,1734,0,0,Progressive Party,nyt,,,
2147,891,1726,1,0,Liberal Party,nyt,,,
2148,892,940,1,0,Socialist,nyt,,,
2149,892,1734,0,0,Democratic,nyt,,,
2150,893,1734,1,0,Democratic Party,,,,
2151,893,1733,0,0,Cooperative Party,,,,
2152,894,1726,1,0,Liberal Democratic Party,,,,
2153,895,1726,1,0,Democratic Liberal Party,,,,
2154,895,1734,0,0,Democratic Party,,,,
2155,896,1726,1,0,Liberal Party,,,,
2156,897,1726,1,0,Yoshida Liberal Party,,,,
2157,898,1755,1,0,Democratic Party,,,,
2158,899,1722,1,0,Democratic Party,,,,
2159,900,1193,1,0,Liberal Democratic Party,,,,
2160,901,1193,1,0,Liberal Democratic Party,,,,
2161,893,940,0,0,Democratic Socialist PArty,,,,
2162,688,1502,0,0,National Resurrection Party,afp,,,
2163,902,113,1,0,Reform Party,reuters,,,
2164,902,1597,0,0,Pro Patria-Res Publica,reuters,,,
2165,903,35,0,0,SPS,swiss,,,
2166,903,26,0,0,FDP,swiss,,,
2167,903,531,0,0,CVP,swiss,,,
2168,903,750,0,0,SVP,reuters,,,
2169,904,1393,1,0,Fine Gael,bbc,,,
2170,904,318,0,0,Labour Party,bbc,,,
2171,905,113,1,0,Reform,err,,,
2172,905,1597,0,0,IRL,err,,,
2173,906,1727,1,0,CDU,,,,
2175,907,706,1,0,SD,sta,,,
2177,907,1252,0,0,LDS,sta,,,
2178,908,572,1,0,Progressive Party of Working People,,,,
2179,908,851,0,0,Democratic Party,afp,,,
2181,666,17,0,0,Home Front (Resistance Movement),reg-no,,,
2182,666,27,0,0,Communist Party,reg-no,,,
2183,666,702,0,0,Farmers' Party,reg-no,,,
2184,666,1435,0,0,Conservative Party,reg-no,,,
2185,666,647,0,0,Liberal Party,reg-no,,,
2186,909,572,0,0,akel,,,,
2187,909,851,1,0,diko,,,,
2188,909,945,0,0,kisos,,,,
2189,910,1575,1,0,disy,,,,
2190,910,851,0,0,diko,,,,
2191,910,945,0,0,edek,,,,
2192,910,1151,0,0,lp,,,,
2193,911,1575,1,0,disy,,,,
2194,911,851,0,0,diko,,,,
2195,911,1071,0,0,ind,,,,
2196,912,572,0,0,AKEL,,,,
2198,912,534,1,0,independent,,,,
2199,914,851,1,0,DIKO,,,,
2200,913,851,1,0,DIKO,,,,
2201,916,1193,1,0,Liberal Democratic Party,afp,,,
2202,915,1193,1,0,Liberal Democratic Party,afp,,,
2203,917,1273,1,0,PSD,reuters,,,
2204,917,251,0,0,CDS-PP,reuters,,,
2205,918,1118,1,0,National Coalition Party,valt,,,
2206,918,395,0,0,Social Democrats,valt,,,
2207,918,1062,0,0,Green League,valt,,,
2208,918,585,0,0,Swedish Peoples Party,valt,,,
2209,918,1463,0,0,Christian Democrats,valt,,,
2210,918,1292,0,1,Left Alliance,"valt, yle",Left Alliance (VAS) withdrew from cabinet on 25 March 2014 and its ministers resigned on 28 March 2014 over austerity measures.,,
2211,919,1255,1,0,CPC,cp,,,
2212,916,462,0,0,Liberal Party,,,,
2213,920,572,1,0,AKEL,afp,,,
2214,921,572,1,0,AKEL,cymail,,,
2215,921,851,0,1,DIKO,afp,Democratic Party (DIKO) withdrew from cabinet and its ministers handed in their resignation on 27 July 2011 (Cyprus Mail).,,
2216,922,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2217,922,1821,0,1,United Religious Front,knesset,United Religious Front (HDM) withdrew from cabinet after PM Ben-Gurion announced plans for a reshuffle.,,
2218,923,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2219,923,1821,0,0,United Religious Front,knesset,,,
2220,924,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2221,924,265,0,1,Agudat Yisrael,"knesset, nyt",Union of Israel (AY) withdrew from cabinet on 18 September 1952 over the issue of compulsory national service for religious woman.,,
2222,925,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2223,925,1472,0,0,General Zionist,knesset,,,
2225,927,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2226,927,1472,0,0,General Zionist,knesset,,,
2227,928,244,1,0,Worker’s Party of Eretz Yisrael,,,,
2228,929,1168,0,0,United Workers` Party,knesset,,,
2229,929,244,1,1,Worker’s Party of Eretz Yisrael,knesset,,,
2230,929,1343,0,0,Ahdut Ha`avoda - Poalei Zion,knesset,,,
2231,929,214,0,0,Poel Mizrahi - Mizrahi,knesset,,,
2232,930,1168,0,0,United Workers` Party,knesset,,,
2233,930,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2234,930,1343,0,0,Ahdut Ha`avoda - Poalei Zion,knesset,,,
2235,930,214,0,1,National Religious Party,knesset,,,
2236,931,1168,0,1,United Workers` Party,knesset,,,
2237,931,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2238,931,1343,0,1,Ahdut Ha`avoda - Poalei Zion,knesset,,,
2239,932,1168,0,0,United Workers Party,knesset,,,
2240,932,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2241,932,1822,0,0,Progressive Party ,knesset,,,
2242,932,1343,0,0,Ahdut Ha'avoda - Poalei Zion ,knesset,,,
2243,932,214,0,0,National Religious Party,knesset,,,
2244,933,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2245,933,1343,0,0,Ahdut Ha'avoda - Poalei Zion,knesset,,,
2246,933,214,0,0,National Religious Party,knesset,,,
2247,934,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2248,934,1343,0,0,Ahdut Ha`avoda - Poalei Zion,knesset,,,
2249,934,214,0,0,National Religious Party,knesset,,,
2250,935,244,1,0,Worker's Party of Eretz Yisrael,knesset,,,
2251,935,1343,0,0,Ahdut Ha'avoda -Poalei Zion,knesset,,,
2252,935,214,0,0,National Religious Party,knesset,,,
2255,936,214,0,0,National Religious Party,knesset,,,
2259,937,214,0,0,National Religious Party,knesset,,,
2260,937,767,0,0,Rafi,knesset,,,
2262,937,678,0,0,Herut-Liberal Bloc,knesset,,,
2264,938,214,0,0,National Religious Party,knesset,,,
2267,938,678,0,0,Herut-Liberal Bloc,knesset,,,
2268,939,214,0,0,National Religious Party,knesset,,,
2269,939,188,0,0,Independent Liberals,knesset,,,
2270,939,678,0,1,Herut-Liberal Bloc,knesset,Herut-Liberal Bloc (Gahal) withdrew after the cabinet agreed to accept the Rogers Plan.,,
2271,939,244,1,0,Alignment,knesset,,,
2272,940,214,0,0,National Religious Party,knesset,,,
2273,940,188,0,0,Independent Liberals,knesset,,,
2274,940,244,1,0,Alignment,knesset,,,
2279,942,305,0,0,Civil Rights Movement,knesset,,,
2280,942,244,1,0,Alignment,knesset,,,
2281,943,214,0,1,National Religious Party,"knesset, nyt",National Religious Party (Mafdal) ministers withdrew from cabinet following party MPs abstention in a confidence vote.,,
2284,943,244,1,0,Alignment,knesset,,,
2287,944,244,1,0,Alignment,knesset,,,
2289,945,214,0,0,National Religious Party,knesset,,,
2290,945,678,1,0,Likud,knesset,,,
2291,945,106,0,0,Shlomtzion ,knesset,,,
2293,946,214,0,0,National Religious Party,knesset,,,
