id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
2352,34,12,etc,others,others,others,,,,,,,,
2353,34,16,Taal,Arab Movement for Renewal,Tnu'a Aravit LeHithadshut,Tnu'a Aravit LeHithadshut,תְּנוּעָה עֲרָבִית לְהִתְחַדְּשׁוּת,http://en.wikipedia.org/wiki/Ta%27al,1995-07-01,,,New party formed in the mid 1990s.,,
2354,34,16,THTH,Movement for the Renewal of Social Zionism,Tenoa'a leHithadshut Tzionut Hevratit,Tenoa'a leHithadshut Tzionut Hevratit,תנועה להתחדשות ציונית חברתית‎ ,http://en.wikipedia.org/wiki/Movement_for_the_Renewal_of_Social_Zionism,1983-06-06,,knesset,,,
2355,34,40,Yiud,Mission,Yiud,Yiud,יעוד‎,http://en.wikipedia.org/wiki/Yiud,1994-02-07,1996-07-01,,,,
2356,34,40,Atid,Future,Atid,Atid,עתיד‎,http://en.wikipedia.org/wiki/Atid_%28political_party%29,1995-11-27,1996-07-01,knesset,Party formed on 27 November 1995 with Alex Goldfarb as Deputy Minister of Housing and Construction in Peres cabinet.,Included because of Peres II cabinet support.,"{""include"": ""cabinet support""}"
2357,34,16,RALEV,Arab List for Bedouin and Villagers,Reshima Aravit LeBedouim VeKfariym,Reshima Aravit LeBedouim VeKfariym,רשימה ערבית לבדואים וכפריים‎,http://en.wikipedia.org/wiki/Arab_List_for_Bedouin_and_Villagers,1973-07-01,,,New party created for the 1973 election,,
2358,43,26,ARS,Republican and Social Action,Action républicaine et sociale,Action republicaine et sociale,,http://en.wikipedia.org/wiki/Republican_and_Social_Action,,,,Rally of the French People (RPF) MPs supported PM Pinay in a confidence vote on 6 March 1952 and formed a parliamentary group.,,
2360,34,26,Tnufa,Momentum,Tnufa,Tnufa,,http://en.wikipedia.org/wiki/Pnina_Rosenblum,1999-07-01,,,New party formed 1999 election.,,
2361,34,40,He-TnLe,Herut -- The National Movement,Herut – HaTnu'a HaLeumit,Herut -- HaTnu'a HaLeumit,חרות -- התנועה הלאומית,http://en.wikipedia.org/wiki/Herut_%E2%80%93_The_National_Movement,1999-02-23,,knesset,,,
2362,10,26,BBZ,Bulgaria Without Censorship,Balgarija bes Zensura,Balgarija bes Zensura,България без цензура,http://en.wikipedia.org/wiki/Bulgaria_Without_Censorship,2014-01-25,,bta,New party formed on 25 January 2014.,,
2363,10,26,RB,Reformist Bloc,Reformatorski Blok,Reformatorski Blok,Реформаторски блок,http://en.wikipedia.org/wiki/Reformist_Bloc,2013-12-20,,bta,Electoral alliance formed on 20 December 2013.,,
2364,10,11,ABV,Alternative for Bulgarian Revival,Alternativa za balgarsko vazrazhdane,Alternativa za balgarsko vazrazhdane,Алтернатива за българско възраждане,http://en.wikipedia.org/wiki/Alternative_for_Bulgarian_Revival,2014-01-25,,reuters,Party fomed on 25 January as a split of the Bulgarian Socialist Party (BSP) by former PM Georgi Parvanov.,,
2365,55,26,NsL,For Latvia from the Heart,No sirds Latvijai,No sirds Latvijai,,http://en.wikipedia.org/wiki/For_Latvia_from_the_Heart,2014-05-05,,leta,New party formed on 5 May 2014.,,
2366,55,26,LRa,Latvian Association of Regions,Latvijas Reģionu apvienība,Latvijas Regionu apvieniba,,http://en.wikipedia.org/wiki/Latvian_Association_of_Regions,2014-03-13,,bns,New party formed on 13 March 2014.,,
2367,55,6,ViLa,United for Latvia,Vienoti Latvijai,Vienoti Latvijai,,http://en.wikipedia.org/wiki/United_for_Latvia,2011-07-01,,,New party formed in 2011.,,
2368,64,40,DLB,"Belgians, Rise Up!",Debout Les Belges!,Debout Les Belges!,,http://en.wikipedia.org/wiki/Debout_Les_Belges!,2013-07-01,,,New party formed in 2013.,,
2369,37,12,I-LF,Independent -- Luke Flanagan,Independent – Luke Flanagan,Independent -- Luke Flanagan,,http://en.wikipedia.org/wiki/Luke_'Ming'_Flanagan,2014-07-01,,,MEP with no party affiliation winning a seat in the North West district in EP elections 2014.,,
2370,37,11,I-NC,Independent -- Nessa Childers,Independent – Nessa Childers,Independent -- Nessa Childers,,http://en.wikipedia.org/wiki/Nessa_Childers,2013-04-05,,,MEP Nessa Childers left the Labour Party on 5 April 2013 and won a seat in the Dublin district in the EP election 2014.,,
2371,37,16,DDI,Direct Democracy Ireland,Direct Democracy Ireland,Direct Democracy Ireland,,http://en.wikipedia.org/wiki/Direct_Democracy_Ireland,2010-07-01,,eie,New party formed in 2010,,
2372,74,40,SP,United Poland,Solidarna Polska,Solidarna Polska,,http://en.wikipedia.org/wiki/United_Poland,2012-03-24,,,,,
2373,63,19,MPT,Earth Party,Partido da Terra,Partido da Terra,,http://en.wikipedia.org/wiki/Earth_Party,1993-08-12,,,New party formed on 12 August 1993.,,
2374,63,11,L,Livre,"Livre – Liberdade, Esquerda, Europa e Ecologia","Livre -- Liberdade, Esquerda, Europa e Ecologia",,http://en.wikipedia.org/wiki/LIVRE_%28political_party%29,2014-01-31,,,New party formed on 31 January 2014.,,
2375,27,6,Cs,Citizens -- Party of the Citizenry,Ciudadanos – Partido de la Ciudadanía,Ciudadanos -- Partido de la Ciudadania,,https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party),2006-03-04,,,New party formed on 4 March 2006.,,
2376,27,14,P,We Can,Podemos,Podemos,,http://en.wikipedia.org/wiki/Podemos_%28Spanish_political_party%29,2014-01-16,,,New party formed on 16 January 2014.,,
2379,10,11,D21,Movement 21,Dvizhenie 21,Dvizhenie 21,Движение 21,http://bg.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D1%8F%D0%BD%D0%B0_%D0%94%D0%BE%D0%BD%D1%87%D0%B5%D0%B2%D0%B0,2011-04-21,,bta,,,
2380,27,40,Vox,Voice,Vox,Vox,,http://en.wikipedia.org/wiki/Vox_%28Spanish_political_party%29,2013-12-16,,,,,
2381,27,16,PACMA,Animalist Party Against Mistreatment to Animals,Partido Animalista Contra el Maltrato Animal,Partido Animalista Contra el Maltrato Animal,,http://en.wikipedia.org/wiki/Animalist_Party_Against_Mistreatment_to_Animals,2003-02-24,,,New party formed on 24 February 2003.,,
2382,62,19,ORaH,Sustainable Development of Croatia,Održivi razvoj Hrvatske,Odrzivi razvoj Hrvatske,,http://en.wikipedia.org/wiki/Sustainable_Development_of_Croatia,2013-10-29,,,,,
2383,60,12,I-JK,Independent -- Jelko Kacin,Independent – Jelko Kacin,Independent -- Jelko Kacin,,http://en.wikipedia.org/wiki/Jelko_Kacin,,,,,,
2384,60,11,V,I Believe ,Verjamem,Verjamem,,http://en.wikipedia.org/wiki/Verjamem,2014-07-01,,,New party formed in 2014.,,
2385,60,19,SS,Dream Job,Sanjska služba,Sanjska sluzba,,,,2014-07-01,,New party formed in 2014.,,
2386,60,11,S,Solidarity,Solidarnost ,Solidarnost ,,http://sl.wikipedia.org/wiki/Solidarnost_%28politi%C4%8Dna_stranka%29,,,,New party formed on 14 December 2013.,,
2387,44,40,IE,An Independence from Europe,An Independence from Europe,An Independence from Europe,,http://en.wikipedia.org/wiki/An_Independence_from_Europe,2013-07-01,,,,,
2388,1,6,TIP,TIP Party -- We create another policy ,Strana TIP – Tvoríme inú politiku,Strana TIP -- Tvorime inu politiku,,http://sk.wikipedia.org/wiki/Redaktor:Strana-Tip,,,,New party formed in 2014.,coding of party origin and party family needs to be confirmed by country expert ,"{""information_needed"": ""party family""}"
2389,1,14,PaS,Law and Justice,Právo a spravodlivost,Pravo a spravodlivost,,http://en.wikipedia.org/wiki/List_of_political_parties_in_Slovakia,2011-07-01,,,,coding of party family needs to be confirmed by country expert,"{""information_needed"": ""party family""}"
2390,1,3,MS,Beautiful Slovakia,Magnificat Slovakia,Magnificat Slovakia,,http://sk.wikipedia.org/wiki/Magnificat_Slovakia,2012-01-19,,,New party formed on 19 January 2012. ,,
2391,1,40,NaS-NS,Nation and Justice -- Our Party,Národ a spravodlivosť – Naša strana,Narod a spravodlivost -- Nasa strana,,http://sk.wikipedia.org/wiki/N%C3%A1rod_a_Spravodlivos%C5%A5_%E2%80%93_na%C5%A1a_strana,,,,,,
2392,55,6,LA,For Latvia's Development, Latvijas attīstībai, Latvijas attistibai,,https://en.wikipedia.org/wiki/For_Latvia%27s_Development,2013-12-15,,,Party formed on 15 December 2013 as split from Unity (V) by former PM Einars Repše.,,
2393,55,11,PPA,"Political Party ""Alternative""","Politiskā Partija ""Alternative""","Politiska Partija ""Alternative""",,,2014-07-01,,cvk,New party formed in 2014.,,
2394,23,12,I-MD,Independent -- Mircea Diaconu,Mircea Diaconu,Mircea Diaconu,,http://en.wikipedia.org/wiki/Mircea_Diaconu,,,,MEP with no party affiliation winning a seat in EP elections 2014.,,
2395,23,3,PMP,People's Movement Party,Partidul Mișcarea Populară,Partidul Miscarea Populara,,http://en.wikipedia.org/wiki/People%27s_Movement_Party,2013-07-24,,,New party formed on 24 July 2013. ,,
2398,74,40,RN,National Movement ,Ruch Narodowy,Ruch Narodowy,,http://en.wikipedia.org/wiki/National_Movement_%28Poland%29,2012-11-11,,,New party formed on 11 November 2012. ,,
2399,43,26,DLR|DLF,Republic Arise | France Arise,Debout la république | Debout la France,Debout la republique | Debout la France,,https://en.wikipedia.org/wiki/Debout_la_France,2008-11-23,,frpo,,,
2400,43,14,AO,Alliance of the Overseas,Alliances des outre-mers,Alliances des outre-mers,,http://en.wikipedia.org/wiki/Alliance_of_the_Overseas,2004-07-01,,frpo,New party formed in 2004.,,
2402,75,2,EPPE,Estonian Party of Pensioners and Families,Eesti Pensionäride ja Perede Erakond,Eesti Pensionaride ja Perede Erakond,,https://et.wikipedia.org/wiki/Eesti_Pension%C3%A4ride_ja_Perede_Erakond,1991-12-07,2000-06-10,erakonnad,"New party formed on 7 December 1991.
EM joins People's Union of Estonia (ER) on 10. June 2000.",,
2403,75,2,EM,Estonian Country Union,Eesti Maaliit,Eesti Maaliit,,https://et.wikipedia.org/wiki/Eesti_Maaliit,1991-03-03,2000-06-10,erakonnad,"New party formed on 3 March 1991.
EM joins People's Union of Estonia (ER) on 10. June 2000.",inclusion rule: two times a member of an electoral alliance winning seats,
2404,5,40,PFG,Party for Future Generations,Jisedai No Tou,Jisedai No Tou,次世代の党,https://en.wikipedia.org/wiki/Party_for_Japanese_Kokoro,2014-08-01,,,,,
2405,35,12,no-seat,no seat,no seat,no seat,,,,,,,,
2406,35,11,VSP,Left Socialist Party,Vänstersocialistiska Partiet,Vanstersocialistiska Partiet,,http://en.wikipedia.org/wiki/Left_Socialist_Party_%28Sweden%29,1940-07-01,,,,inclusion rule: several election results as largest party no seats (first loser),"{""include"": ""first loser twice""}"
2407,41,11,KIDISO,Movement of Democratic Socialists,Kinima Dimokraton Sosialiston,Kinima Dimokraton Sosialiston,,http://en.wikipedia.org/wiki/Movement_of_Democratic_Socialists,2015-01-03,,,,,
2408,41,11,Tel,Dot -- Apostolos Gkletsos,Teleia – Apostolos Gkletsos,Teleia -- Apostolos Gkletsos,Τελεία πολιτικό κόμμα),http://el.wikipedia.org/wiki/%CE%A4%CE%B5%CE%BB%CE%B5%CE%AF%CE%B1_%28%CF%80%CE%BF%CE%BB%CE%B9%CF%84%CE%B9%CE%BA%CF%8C_%CE%BA%CF%8C%CE%BC%CE%BC%CE%B1%29,2014-12-15,,ana,New party formed on 15 December 2015,,
2409,75,26,EV,Free Party,Eesti Vabaerakond,Eesti Vabaerakond,,http://en.wikipedia.org/wiki/Free_Party_%28Estonia%29,2014-09-20,,,,,
2410,34,6,Kulanu,All of Us,Kulanu,Kulanu,כולנו,http://en.wikipedia.org/wiki/Kulanu,2014-11-27,,,,,
2411,34,40,Yachad,Together,Yachad,Yachad,יחד,http://en.wikipedia.org/wiki/Yachad_%28political_party%29,2014-12-15,,,,,
2412,67,16,Pi,Pirate Party Finland,Piraattipuolue,Piraattipuolue,,http://en.wikipedia.org/wiki/Pirate_Party_of_Finland,,,,New party formed on 24 May 2008.,,"{""include"": ""first loser twice""}"
2413,67,12,one-seat,one seat,one seat,one seat,,,,,,Parties that won one seat in a single election and less than one percent vote share.,Only coded if there are no other observations for the parties. Party names included in 'description' of election result. ,
2414,9,40,NS,National Gathering,Nasjonal Samling,Nasjonal Samling,,https://en.wikipedia.org/wiki/Nasjonal_Samling,1933-05-13,1945-05-08,,New party formed on 13 May 1933. ,,
2415,9,14,AD|DRF, Labour Democrats | Radical People's Party,Arbeiderdemokratene | Det radikale Folkeparti,Arbeiderdemokratene | Det radikale Folkeparti,,https://en.wikipedia.org/wiki/Radical_People%27s_Party_%28Norway%29,,,,,,
2416,75,14,ESDTP|EVP,Estonian [Social] Democratic Labour Party | Estonian Left Party,Eesti [Sotsiaal] Demokraatlikuks Tööparteiks | Eesti Vasakpartei,Eesti [Sotsiaal] Demokraatlikuks Tooparteiks | Eesti Vasakpartei,,https://en.wikipedia.org/wiki/Estonian_Left_Party,1990-12-19,,,electoral alliance Left Alternative (Vasakvoimalus) in 1992 election,,
2417,55,2,LZ,Union of Latvian Farmers ,Latviesu Zemnieku Savieniba,Latviesu Zemnieku Savieniba,,,,,rose,,,
2420,9,3,Soc,Society Party,Samfundspartiet,Samfundspartiet,,"https://en.wikipedia.org/wiki/Society_Party_%28Norway,_1930s%29",1932-07-01,,,New party formed in 1932. ,,
2421,34,19,Ye,The Greens,HaYerukim,HaYerukim,הירוקים‎,https://en.wikipedia.org/wiki/The_Greens_%28Israel%29,1997-07-01,,,New party formed in 1997.,,
2422,64,11,BWP-POB,Belgian Labour Party,Belgische Werkliedenpartij – Parti Ouvrier Belge,Belgische Werkliedenpartij -- Parti Ouvrier Belge,,http://en.wikipedia.org/wiki/Belgian_Labour_Party,,,,,,
2423,64,3,KP-PC,Catholic Party,Katholieke Partij – Parti catholique,Katholieke Partij -- Parti catholique,,http://en.wikipedia.org/wiki/Catholic_Party_(Belgium),1869-07-01,,,,,
2424,64,11,FP|VNV,Front Party | Flemish National Union,Frontpartij | Vlaams Nationaal Verbond,Frontpartij | Vlaams Nationaal Verbond,,https://en.wikipedia.org/wiki/Frontpartij,1919-07-01,,,New party formed in 1919.,party family classification based on Frontpartij (1919-1933),
2425,64,40,Rex,Rexist Party,Parti Rexiste,Parti Rexiste,,https://en.wikipedia.org/wiki/Rexist_Party,1935-11-02,1945-03-30,,New party formed on 2 November 1935. ,,
2427,29,11,L,Labour Party,Labour Party,Labour Party,,https://en.wikipedia.org/wiki/Canadian_Labour_Party,1917-07-01,,,New party formed in 1917. ,,
2428,21,2,Bo,Farmers' Party ,Bondepartiet,Bondepartiet,,http://en.wikipedia.org/wiki/Farmers%27_Party_%28Denmark%29,1923-07-01,,,New party formed in 1923. ,,
2429,21,6,EP,Industry Party ,Erhvervspartiet,Erhvervspartiet,,http://en.wikipedia.org/wiki/Industry_Party,1917-07-01,,,New party formed in 1917. ,,
2430,21,6,MV,Moderate Liberals ,Moderate Venstre,Moderate Venstre,,http://en.wikipedia.org/wiki/Moderate_Venstre_%28Denmark%29,,,,,,
2431,21,26,NS,National Cooperation ,National Samvirke,National Samvirke,,https://da.wikipedia.org/wiki/Nationalt_Samvirke,,,,,,
2432,21,40,DNSAP,National Socialist Workers' Party of Denmark,Danmarks Nationalsocialistiske Arbejderparti,Danmarks Nationalsocialistiske Arbejderparti,,http://en.wikipedia.org/wiki/National_Socialist_Workers%27_Party_of_Denmark,1930-11-16,,,New party formed on 16 November 1930. ,,
2433,67,11,SKrTL,Christian Workers' Union of Finland,Suomen Kristillisen Työväen Liitto –  Finlands kristliga arbetarförbund,Suomen Kristillisen Tyovaen Liitto -- Finlands kristliga arbetarforbund,,https://en.wikipedia.org/wiki/Christian_Workers%27_Union_of_Finland,,,,,,
2434,67,26,SP-V,Finnish Party -- Old Finns,Suomalainen puolue – Vanhasuomalaiset,Suomalainen puolue -- Vanhasuomalaiset,,https://en.wikipedia.org/wiki/Finnish_Party,,,,,,
2437,56,14,Komm,Communist Party,Kommtinistaflokkur,Kommtinistaflokkur,,http://en.wikipedia.org/wiki/Communist_Party_of_Iceland,,,,,,
2439,56,2,Ba,Farmers' Party,Bændaflokkur,Bndaflokkur,,"http://en.wikipedia.org/wiki/Farmers%27_Party_%28Iceland,_1933%29",1922-07-01,,,,,
2440,56,6,He,Home Rule Party ,Heimastjórnarflokkurinn,Heimastjrnarflokkurinn,,http://en.wikipedia.org/wiki/Home_Rule_Party_%28Iceland%29,1900-07-01,,mchale,New party formed in 1900.,,
2441,56,6,FF,Liberal Party ,Frjálslyndi flokkurinn,Frjlslyndi flokkurinn,,"http://en.wikipedia.org/wiki/Liberal_Party_%28Iceland,_historical%29",,,,,,
2442,37,26,NCP,National Centre Party,National Centre Party,National Centre Party,,http://en.wikipedia.org/wiki/National_Centre_Party_%28Ireland%29,1932-07-01,,,Party formed in 1932. ,,
2443,37,26,NLP,National League Party,National League Party,National League Party,,http://en.wikipedia.org/wiki/National_League_Party,1926-07-01,,,New party formed in 1926. ,,
2447,37,26,CG,Society of the Gaels,Cumann na nGaedheal,Cumann na nGaedheal,,http://en.wikipedia.org/wiki/Cumann_na_nGaedheal,,,,,,
2448,7,6,DeLe,Democratic List ,Demokratesch Lëscht,Demokratesch Lescht,,https://en.wikipedia.org/wiki/Democratic_List,,,,,,"{""name_language"": [""French: Liste D\u00e9mocratique"", ""German: Demokratische Liste""]}"
2449,7,12,PBMA,"Free List of Peasants, Middle Classes and Workers","Partei vun de Baueren, dem Mëttelstand an den Aarbechter","Partei vun de Baueren, dem Mettelstand an den Aarbechter",,"https://en.wikipedia.org/wiki/Free_List_of_Farmers,_the_Middle_Class_and_Workers",,,,,,"{""name_language"": [""French: Liste libre des paysans, classes moyennes et ouvriers"", ""German: Freie Liste der Bauern, des Mittelstandes und der Arbeiter""]}"
2450,7,40,ONP,Independent National Party ,Onofhängeg Nationalpartei ,Onofhangeg Nationalpartei,,http://en.wikipedia.org/wiki/Independent_National_Party_%28Luxembourg%29,,,,Party formed in 1918 as split from Party of the Right (PD) and dissolved in 1931.,,"{""name_language"": [""French: Parti national ind\u00e9pendant"", ""German: Unabh\u00e4ngige Nationalpartei""]}"
2451,7,28,FV,Independent People's Party,Fräi Vollekspartei,Frai Vollekspartei,,http://en.wikipedia.org/wiki/Independent_People%27s_Party_%28Luxembourg%29,,,,,,"{""name_language"": [""French: Parti populaire ind\u00e9pendant"", ""German: Unabh\u00e4ngige Volkspartei""]}"
2452,7,12,PIE,Independents of the East,Parti des Indépendants de l'Est,Parti des Indpendants de l'Est,,https://en.wikipedia.org/wiki/Party_of_Independents_of_the_East,,,,,,
2453,7,6,LL,Liberal League ,Liberal Liga,Liberal Liga,,http://en.wikipedia.org/wiki/Liberal_League_%28Luxembourg%29,,,,,,"{""name_language"": [""French: Ligue Lib\u00e9rale"", ""German: Liberale Liga""]}"
2455,7,6,PRL,Radical Liberal Party ,Radikal-Liberal Partei,Radikal-Liberal Partei,,http://en.wikipedia.org/wiki/Radical_Liberal_Party_%28Luxembourg%29,,,,,,"{""name_language"": [""French: Parti Radical Lib\u00e9ral"", ""German: Radikal-Liberale Partei""]}"
2456,7,6,RSP,Radical Socialist Party ,Radikal-Sozialistesch Partei,Radikal-Sozialistesch Partei,,,,,,,,"{""name_language"": [""French: Parti Radical Socialist"", ""German: Radikal-Sozialistische Partei""]}"
2457,8,6,EB,Economic League ,Economische Bond,Economische Bond,,http://en.wikipedia.org/wiki/Economic_League_%28Netherlands%29,,,,,,
2458,8,2,PB|NBTM,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party","Peasants' League | Nationale Boeren-, Tuinders- en Middenstandspartij","Peasants' League | Nationale Boeren-, Tuinders- en Middenstandspartij",,"http://nl.wikipedia.org/wiki/Nationale_Boeren-,_Tuinders-_en_Middenstandspartij",,,,,,
2459,8,6,BVL,League of Free Liberals,Bond van Vrije Liberalen,Bond van Vrije Liberalen,,http://en.wikipedia.org/wiki/League_of_Free_Liberals,1906-07-01,,,,,
2461,8,6,LSP,"Liberal State Party ""The Freedom League""","Liberale Staatspartij ""de Vrijheidsbond""","Liberale Staatspartij ""de Vrijheidsbond""",,http://en.wikipedia.org/wiki/Liberal_State_Party,1921-07-01,1948-07-01,,,,
2462,8,6,LU,Liberal Union ,Liberale Unie,Liberale Unie,,http://en.wikipedia.org/wiki/Liberal_Union_%28Netherlands%29,,,,,,
2463,8,40,NSB,National Socialist Movement in the Netherlands,Nationaal-Socialistische Beweging in Nederland,Nationaal-Socialistische Beweging in Nederland,,http://en.wikipedia.org/wiki/National_Socialist_Movement_in_the_Netherlands,1931-12-14,,,New party formed on 14 December 1931.,,
2464,8,3,HGS,New Reformed State Party ,Hervormd Gereformeerde Staatspartij,Hervormd Gereformeerde Staatspartij,,http://en.wikipedia.org/wiki/Hervormd_Gereformeerde_Staatspartij,1921-07-01,,,Party formed in 1921.,,
2465,8,14,RSP,Revolutionary Socialist Party ,Revolutionair Socialistische Partij,Revolutionair Socialistische Partij,,http://en.wikipedia.org/wiki/Revolutionary_Socialist_Party_%28Netherlands%29,1929-07-01,,,Party formed in 1929.,,"{""new_party"": false}"
2466,8,3,RKVP,Roman Catholic People's Party,Roomsch-Katholieke Volkspartij,Roomsch-Katholieke Volkspartij,,http://en.wikipedia.org/wiki/Roman_Catholic_People%27s_Party,1922-07-01,,,New party formed in 1922.,,
2467,11,2,CouPa,Country Party,Country Party,Country Party,,http://en.wikipedia.org/wiki/Country_Party_%28New_Zealand%29,1922-07-01,,,New party formed in 1922. ,,
2468,11,6,DP,Democrat Party,Democrat Party,Democrat Party,,http://en.wikipedia.org/wiki/New_Zealand_Democrat_Party,,,,Party formed in 1934. ,,
2469,11,6,NZLP,New Zealand Liberal Party,New Zealand Liberal Party,New Zealand Liberal Party,,http://en.wikipedia.org/wiki/New_Zealand_Liberal_Party,,,,,,
2470,11,16,RM,Ratana Movement,Rātana Movement,Rtana Movement,,http://en.wikipedia.org/wiki/R%C4%81tana#Alliance_with_the_Labour_Party,,,,,,"{""information_needed"": ""party origin""}"
2471,11,26,RP,Reform Party,Reform Party,Reform Party,,http://en.wikipedia.org/wiki/New_Zealand_Reform_Party,,,,,,
2472,9,6,FV,Liberal Left Party,Frisinnede Venstre,Frisinnede Venstre,,http://en.wikipedia.org/wiki/Liberal_Left_Party,1909-07-01,1945-07-01,,,,
2473,9,6,MV,Moderate Liberal Party,Moderate Venstre,Moderate Venstre,,http://en.wikipedia.org/wiki/Moderate_Liberal_Party,,,,,,
2474,9,11,NSA,Social Democratic Labour Party of Norway,Norges Socialdemokratiske Arbeiderparti,Norges Socialdemokratiske Arbeiderparti,,http://en.wikipedia.org/wiki/Social_Democratic_Labour_Party_of_Norway,,,,,,
2475,35,14,SKP-H,Communist Party of Sweden [Hoglund],Sveriges Kommunistiska Parti [Höglund],Sveriges Kommunistiska Parti [Hoglund],,http://en.wikipedia.org/wiki/Communist_Party_of_Sweden_%281924%29,1924-07-01,1926-07-01,,,,
2477,35,6,SLP,Liberal Party of Sweden,Sveriges Liberala Parti,Sveriges Liberala Parti,,http://en.wikipedia.org/wiki/Liberal_Party_of_Sweden,,,,,,
2478,35,14,SP,Socialist Party ,Socialistiska partiet,Socialistiska partiet,,"http://en.wikipedia.org/wiki/Socialist_Party_%28Sweden,_1929%29",1929-07-01,1948-07-01,,,,
2479,44,11,NLO,National Labour Organisation,National Labour Organisation,National Labour Organisation,,http://en.wikipedia.org/wiki/National_Labour_Organisation,1931-07-01,,,,,
2481,64,3,CV,Christian Peoples' Party [Daens],Christene Volkspartij,Christene Volkspartij,,,1893-04-15,,,New party formed on 15 April 1893. ,,
2486,64,3,KVV,Catholic Flemish People's Party,Katholieke Vlaamse Volkspartij,Katholieke Vlaamse Volkspartij,,https://en.wikipedia.org/wiki/Catholic_Flemish_People%27s_Party,,,,,,
2488,64,12,etc,others,others,others,,,,,,,,
2501,44,6,CoLib,Coalition Liberal,Coalition Liberal,Coalition Liberal,,"https://en.wikipedia.org/wiki/National_Liberal_Party_%28UK,_1922%29",1918-11-20,,,Party formed on 20 November 1918.,,
2503,44,40,NDP,National Democratic and Labour Party ,National Democratic and Labour Party ,National Democratic and Labour Party ,,https://en.wikipedia.org/wiki/National_Democratic_and_Labour_Party,1918-07-01,,,New party formed in 1918.,,
2504,44,40,NP,National Party,National Party,National Party,,"https://en.wikipedia.org/wiki/National_Party_%28UK,_1917%29",1917-08-01,,,,,
2508,44,11,CoLab,Coalition Labour,Coalition Labour,Coalition Labour,,https://en.wikipedia.org/wiki/Coalition_Labour,1918-07-01,,,Party formed in 1918.,,
2514,44,26,C,Constitutionalist,Constitutionalist,Constitutionalist,,https://en.wikipedia.org/wiki/Constitutionalist_%28UK%29,,,,"Constitutionalist was no party, but a label used by politicians without party affiliation. ",,"{""information_needed"": ""party origin""}"
2517,44,6,IL,Independent Liberal,Independent Liberal ,Independent Liberal ,,https://en.wikipedia.org/wiki/Independent_Liberal,,,,Former MPs from the Liberal Party (L) running individually.  ,,
2518,44,26,Na,National,National,National,,,,,,,,"{""information_needed"": ""party origin""}"
2523,37,6,BP,Business and Professional Group,Business and Professional Group,Business and Professional Group,,,,,,,,
2525,37,26,CPA,Cork Progressive Association,Cork Progressive Association,Cork Progressive Association,,https://en.wikipedia.org/wiki/Business_and_Professional_Group,,,,,,
2526,37,14,IWL,Irish Worker League,Irish Worker League,Irish Worker League,,https://en.wikipedia.org/wiki/Irish_Worker_League,1923-09-01,,,Party formed in September 1923. ,,"{""new_party"": false}"
2527,7,26,PD,Party of the Right,Rietspartei,Rietspartei,,https://en.wikipedia.org/wiki/Party_of_the_Right_%28Luxembourg%29,1914-01-16,,,,,"{""name_language"": [""French: Parti de la droite"", ""German: Rechtspartei""]}"
2529,7,40,ONV,National Independent Union,Onofhängeg National Vereenegung,Onofhangeg National Vereenegung,,https://en.wikipedia.org/wiki/National_Independent_Union,,,no-2010,,"ONV, NU, O amd OP were all led by Hubert Loutsch and Jean-Pierre Kohner and are therefore coded as one party (Nohlen and Stöver 2010: 1249). ","{""name_language"": [""French: Union Nationale Ind\u00e9pendante"", ""German: Unabh\u00e4ngige Nationale Vereinigung""]}"
2531,7,6,LiLe,Left Liberals,Liberal Lénk,Left Liberals,,https://en.wikipedia.org/wiki/Left_Liberals,1925-07-01,1928-07-01,,,,"{""name_language"": [""French: Lib\u00e9raux de gauche"", ""German: Liberale Partei""]}"
2533,7,6,RP,Radical Left / Radical Party,Gauche radicale / Parti radical,Gauche radicale / Parti radical,Gauche radicale / Parti radical,,,,,,,
2535,7,6,RPMC,Radical Party (Marcel Cahen),Radikal Partei (Marcel Cahen),Radikal Partei (Marcel Cahen),,https://en.wikipedia.org/wiki/Radical_Party_%28Luxembourg%29,1928-07-01,1934-07-01,,,,"{""name_language"": [""French: Parti radical"", ""German: Radikale Partei""]}"
2536,7,2,BMP,Party of Farmers and the Middle Class,Baueren- a Mëttelstandspartei,Baueren- a Mettelstandspartei,,https://en.wikipedia.org/wiki/Party_of_Farmers_and_the_Middle_Class,,,no-2010,"IPR/PFMC was led by Eugene Hoffmann, a dissident member of the PR. ",IPR and PFMC were both led by Eugene Hoffmann and are therefore coded as one party (Nohlen and Stöver 2010: 1249). ,"{""name_language"": [""French: Parti des Agriculteurs et des Classes Moyennes"", ""German: Bauern- und Mittelstandspartei""]}"
2538,7,6,PDPN,Progressive Democratic Party of the North,Fortschrëttlech-demokratesch Partei,Fortschrettlech-demokratesch Partei,,https://en.wikipedia.org/wiki/Progressive_Democratic_Party_of_the_North,,,no-2010,"PDPN was led by Nicolas Mathieu, a former member of the PNI.",,"{""name_language"": [""French: Parti d\u00e9mocratique progressiste du Nord"", ""German: Fortschrittlich-demokratische Partei""]}"
